product_id,title,description,product_type,product_tags,product_collections,shopify_cdn_url,local_path
15940,cotton mini wrap skort,multicoloured checked mini wrap skort playful look designed slim fit throughout crafted cotton ecofriendly choice,Shorts,"{'Colour': 'Multicolor', 'Print': 'Checks'}","brunch ready, celeb picks, demure fall, gingham grace, gingham grace x polka, vacation vibe",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio0586_1600x.jpg?v=1725018386,D:\flickd\data_preprocessing\catalog_images.csv\15940.jpg
15947,cotton front cut-out dress,multicolored sleeveless dress feature front bow stylish cutout vneckline anklelength dress crafted soft cotton making completely ecofriendly choice,Dress,"{'Colour': 'Multicolor', 'Print': 'Stripes'}","bachelorette season, brunch ready, celeb picks, date ready, demure fall, denim & beyond, gingham grace, gingham grace x polka, vacation vibe, vintage bloom",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio6733_1600x.jpg?v=1724333507,D:\flickd\data_preprocessing\catalog_images.csv\15947.jpg
15951,gingham off-shoulder dress,blue white aline mini dress feature gorgeous shoulder designed front tie detail full balloon sleeve fitted wrist made cotton ecoconscious,Dress,"{'Colour': 'Blue', 'Print': 'Checks'}","bachelorette season, brunch ready, dainty dresses, demure fall, denim & beyond, gingham grace, gingham grace x polka, midnight sapphire, mini dresses, mystic blue, sunlit serenity",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio0262_1600x.jpg?v=1725014914,D:\flickd\data_preprocessing\catalog_images.csv\15951.jpg
15954,cotton front-tie waistcoat,green white checked waistcoat feature fronttie detail crop top regular fit throughout feature vneckline crafted cotton sustainable biodegradable,Top,"{'Colour': 'Green', 'Print': 'Checks'}","brunch ready, demure fall, denim x workwear, gingham grace, gingham grace x polka, green breeze",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio6442_1600x.jpg?v=1724333200,D:\flickd\data_preprocessing\catalog_images.csv\15954.jpg
15957,cotton corset smocking top,green white corset top feature smocking detail back designed sweetheart neckline slim fit throughout crafted cotton organic biodegradable choice,Top,"{'Colour': 'Green', 'Print': 'Checks'}","brunch ready, denim x workwear, gingham grace, gingham grace x polka, green breeze, santa's chic list",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio6328_1600x.jpg?v=1724332953,D:\flickd\data_preprocessing\catalog_images.csv\15957.jpg
15960,skirt cotton gingham skirt,blue coord set feature crop top mini skirt crop top feature front twist cut designed sweetheart neckline skirt tiered skirt crafted cotton sustainable biodegradable,Skirt,"{'Colour': 'Blue', 'Print': 'Checks'}","demure fall, gingham grace, gingham grace x polka, midnight sapphire, mystic blue",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio0350_1600x.jpg?v=1738669808,D:\flickd\data_preprocessing\catalog_images.csv\15960.jpg
15963,cotton gingham co-ord,blue coord set feature crop top mini skirt crop top feature front twist cut designed sweetheart neckline skirt tiered skirt crafted cotton sustainable biodegradable,Co-Ord,"{'Colour': 'Blue', 'Print': 'Checks'}","bachelorette season, brunch ready, celeb picks, date ready, denim & beyond, festive essentials, gingham grace, midnight sapphire, mystic blue, vacation vibe",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio0349_09ad5887-0260-4965-bda6-d91f776e5fb8_1600x.jpg?v=1725017361,D:\flickd\data_preprocessing\catalog_images.csv\15963.jpg
15966,cotton halter neck top,bustier crop top tieup detail headturner top feature halter neck designed slim fit throughout crafted cotton organic biodegradable,Top,"{'Colour': 'Multicolor', 'Print': 'Checks'}","denim x workwear, gingham grace, gingham grace x polka, vacation vibe",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio6308_1600x.jpg?v=1724332096,D:\flickd\data_preprocessing\catalog_images.csv\15966.jpg
15970,cotton tiered mini skirt,blue white tiered mini skirt playful design regular fit drawstring detail waist crafted cotton environmentally responsible,Skirt,"{'Colour': 'Blue', 'Print': 'Checks'}","brunch ready, demure fall, gingham grace, gingham grace x polka, midnight sapphire, mystic blue, vacation vibe",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio0439_1600x.jpg?v=1738669876,D:\flickd\data_preprocessing\catalog_images.csv\15970.jpg
15974,cotton smocking dress,lavendar white mini dress feature smocking detail strappy dress designed straight neckline crafted cotton organic biodegradable,Dress,"{'Colour': 'Purple', 'Print': 'Stripes'}","bachelorette season, brunch ready, celeb picks, dainty dresses, gingham grace, gingham grace x polka, midi dresses, organic cotton dresses for women, vacation vibe, work wear",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio6752_1600x.jpg?v=1724333612,D:\flickd\data_preprocessing\catalog_images.csv\15974.jpg
15977,cotton mini jumpsuit,lavender white sleeveless mini jumpsuit feature flirty front cutout designed regular fit vneckline made cotton sustainable organic choice,Playsuit,"{'Colour': 'Purple', 'Print': 'Checks'}","bachelorette season, brunch ready, celeb picks, date ready, demure fall, gingham grace, gingham grace x polka, vacation vibe",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio0401_1600x.jpg?v=1725017490,D:\flickd\data_preprocessing\catalog_images.csv\15977.jpg
15984,cotton puff sleeve top,blue white puff sleeve crop top classic feature striped design neckline designed slim fit throughout crafted cotton organic biodegradable,Top,"{'Colour': 'Blue', 'Print': 'Stripes'}","brunch ready, celeb picks, date ready, demure fall, gingham grace, gingham grace x polka, midnight sapphire, mystic blue",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio0455_1600x.jpg?v=1725017592,D:\flickd\data_preprocessing\catalog_images.csv\15984.jpg
15992,cotton sheath mini dress,green white shoulder strap sheath mini dress classy style dress feature curved neckline front tie detail fitted bodice crafted soft cotton make sustainable choice,Dress,"{'Colour': 'Green', 'Print': 'Checks'}","brunch ready, dainty dresses, demure fall, denim & beyond, gingham grace, gingham grace x polka, green breeze, santa's chic list, vacation vibe",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio0226_1600x.jpg?v=1725014824,D:\flickd\data_preprocessing\catalog_images.csv\15992.jpg
15995,cotton gingham crop top,multicoloured puff sleeve crop top classic feature checked design vneckline designed slim fit throughout crafted cotton organic biodegradable,Top,"{'Colour': 'Multicolor', 'Print': 'Checks'}","brunch ready, celeb picks, demure fall, gingham grace, gingham grace x polka, vacation vibe",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio0599_1600x.jpg?v=1725018055,D:\flickd\data_preprocessing\catalog_images.csv\15995.jpg
16005,gingham front tie shirt,crop shirt feature front tie detail designed boxy fit full ballon sleeve crafted cotton sustainable organic choice,Shirt,"{'Colour': 'Multicolor', 'Print': 'Checks'}","gingham grace, gingham grace x polka, street luxe, the classic edit, work wear",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio6183.jpg?v=1724332692&quality=60&width=512,D:\flickd\data_preprocessing\catalog_images.csv\16005.jpg
16015,shirt throw on shirt,orange regular shirt breathable style designed straight fit feature half sleeve shirt crafted cotton organic biodegradable,Shirt,"{'Colour': 'Orange', 'Print': 'Solid And Floral'}","street luxe, the classic edit",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9thaugVirgio6022_1600x.jpg?v=1723790536,D:\flickd\data_preprocessing\catalog_images.csv\16015.jpg
16018,top breezy cotton bandeau,multicoloured floral bustier top perky addition crop top feature sweetheart neckline crafted cotton top organic biodegradable,Top,"{'Colour': 'Orange', 'Print': 'Solid And Floral'}",,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9thaugVirgio5984_1600x.jpg?v=1723790357,D:\flickd\data_preprocessing\catalog_images.csv\16018.jpg
16021,shorts zesty cotton mini shorts,orange mini short cutesy pick short feature drawstring detail crafted cotton short organic biodegradable,Shorts,"{'Colour': 'Orange', 'Print': 'Solid And Floral'}",,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9thaugVirgio5995_1600x.jpg?v=1723790666,D:\flickd\data_preprocessing\catalog_images.csv\16021.jpg
16025,skirt flowy cotton godet skirt,green printed godet skirt flirty style mini skirt feature fit flare design crafted cotton organic biodegradable,Skirt,"{'Colour': 'Green', 'Print': 'Printed'}","brunch ready, green breeze, modal collection, vacation vibe",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio5779_1600x.jpg?v=1723640863,D:\flickd\data_preprocessing\catalog_images.csv\16025.jpg
16028,top striking cotton bandeau,printed neck bustier top unique style strappy crop top feature flirty sweetheart neckline designed fitted throughout crafted cotton organic biodegradable,Top,"{'Colour': 'Green', 'Print': 'Printed'}","brunch ready, green breeze, modal collection, vacation vibe",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio5772_1600x.jpg?v=1723640810,D:\flickd\data_preprocessing\catalog_images.csv\16028.jpg
16032,skirt balinese cotton slit skirt,beige midi skirt sensual style skirt designed twisted detail fitted look throughout skirt feature slit front crafted cottonsatin skirt organic biodegradable,Skirt,"{'Colour': 'Beige', 'Print': 'Solid'}","autumn awaits, brunch ready, earth-friendly white dresses for women, entwine & whirl, vacation vibe",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio5518_1600x.jpg?v=1723640424,D:\flickd\data_preprocessing\catalog_images.csv\16032.jpg
16035,torrid cotton co-ord,green printed coord set feature neck bustier top godet skirt crop top sweetheart neckline mini skirt fit flare design set crafted cotton organic biodegradable,Co-Ord,"{'Colour': 'Green', 'Print': 'Printed'}","brunch ready, denim & beyond, festive essentials, green breeze, modal collection, organic cotton dresses for women, summer cotton comfort, vacation vibe",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio5777_1600x.jpg?v=1723640902,D:\flickd\data_preprocessing\catalog_images.csv\16035.jpg
16040,sublime poplin co-ord,pink coord set feature crop top midi skirt strappy top gathered fit gathered skirt feature asymmetrical hemline set crafted cotton sustainable biodegradable,Co-Ord,"{'Colour': 'Pink', 'Print': 'Solid'}","autumn awaits, brunch ready, celeb picks, denim & beyond, festive essentials, kiss & tell, pink bloom, pink snow, pretty pink dresses for women, romance yourself, sunlit serenity, vacation vibe",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio5585_b902df9c-7dd0-40de-a569-b4696cf1c349_1600x.jpg?v=1723640739,D:\flickd\data_preprocessing\catalog_images.csv\16040.jpg
16043,skirt torrid cotton drill skirt,pink knee length skirt versatile pick skirt feature slit detail front crafted cottonlycra blend organic biodegradable,Skirt,"{'Colour': 'Pink', 'Print': 'Solid'}","brunch ready, kiss & tell, pink bloom, pink snow, pretty pink dresses for women, vacation vibe",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio5478_1600x.jpg?v=1744095601,D:\flickd\data_preprocessing\catalog_images.csv\16043.jpg
16046,skirt cotton drill slit skirt,blue knee length skirt versatile pick skirt feature slit detail front crafted cottonlycra blend organic biodegradable,Skirt,"{'Colour': 'Blue', 'Print': 'Solid'}","brunch ready, demure fall, midnight sapphire, mystic blue, vacation vibe",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio5468_1600x.jpg?v=1738670440,D:\flickd\data_preprocessing\catalog_images.csv\16046.jpg
16050,bandeau cotton front knot top,beige crop top timeless classic top vneckline feature front twist designed short flutter sleeve crafted cottonsatin top organic biodegradable,Top,"{'Colour': 'Beige', 'Print': 'Solid'}","earth-friendly white dresses for women, romance yourself",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio5535_1600x.jpg?v=1723640321,D:\flickd\data_preprocessing\catalog_images.csv\16050.jpg
16053,top divine cotton peplum top,strappy green peplum top eyecatching piece sleeveless top feature round neckline designed pintuck detail top crafted cotton sustainable biodegradable,Top,"{'Colour': 'Green', 'Print': 'Solid'}","brunch ready, green breeze, vacation vibe",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9thaugVirgio5686_ede78563-b33d-4264-b6cd-b9cd6c29f01a_1600x.jpg?v=1724240279,D:\flickd\data_preprocessing\catalog_images.csv\16053.jpg
16056,skirt floral modal midi,blue offwhite floral midi skirt pretty piece skirt feature slit designed fitted waist flare crafted rayon biodegradable,Skirt,"{'Colour': 'Blue', 'Print': 'Floral'}","brunch ready, midnight sapphire, modal collection, mystic blue, vacation vibe",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio5954.jpg?v=1738670424&quality=60&width=512,D:\flickd\data_preprocessing\catalog_images.csv\16056.jpg
16060,drill cotton co-ord,pink coord set feature bandeau crop top knee length skirt top fitted throughout raw edge skirt feature front slit detail set crafted cottonlycra blend organic biodegradable,Co-Ord,"{'Colour': 'Pink', 'Print': 'Solid'}","brunch ready, celeb picks, denim & beyond, festive essentials, kiss & tell, pink bloom, pink snow, pretty pink dresses for women, vacation vibe",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio5407_88f6f445-ad34-4755-a6af-fb423a81b403_1600x.jpg?v=1723640177,D:\flickd\data_preprocessing\catalog_images.csv\16060.jpg
16063,cotton bow crop top,green crop top flirty playful style top feature vneck front tieup also short puff sleeve asymmetrical hem crafted cotton sustainable biodegradable,Top,"{'Colour': 'Green', 'Print': 'Solid'}","bows, demure fall, green breeze",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio5657_07b41ab3-68a0-44af-af0e-cc66b1409628_1600x.jpg?v=1725107567,D:\flickd\data_preprocessing\catalog_images.csv\16063.jpg
16066,pleated co-ord,green coord set feature peplum top fit flare skirt top round neckline midi skirt aline pintucked design crafted cotton sustainable biodegradable,Co-Ord,"{'Colour': 'Green', 'Print': 'Solid'}","brunch ready, denim & beyond, festive essentials, green breeze, threads of freedom, vacation vibe",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9thaugVirgio5731_1600x.jpg?v=1724239326,D:\flickd\data_preprocessing\catalog_images.csv\16066.jpg
16069,floral modal co-ord,blue offwhite floral coord set feature crop top midi skirt top sweetheart neckline slitted skirt come fit flare design crafted rayon biodegradable,Co-Ord,"{'Colour': 'Blue', 'Print': 'Floral'}","brunch ready, denim & beyond, festive essentials, midnight sapphire, modal collection, mystic blue, vacation vibe",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio5926_1600x.jpg?v=1723641955,D:\flickd\data_preprocessing\catalog_images.csv\16069.jpg
16073,cotton front tie top,pink crop top playful style top feature vneck front tieup also short puff sleeve asymmetrical hem crafted cotton sustainable biodegradable,Top,"{'Colour': 'Pink', 'Print': 'Solid'}","demure fall, kiss & tell, pink bloom, pink snow",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio5646_1600x.jpg?v=1723880184,D:\flickd\data_preprocessing\catalog_images.csv\16073.jpg
16075,top floral modal crop top,blue offwhite floral crop top radiant ever feature sweetheart neckline puff sleeve crafted rayon biodegradable,Top,"{'Colour': 'Blue', 'Print': 'Floral'}","brunch ready, midnight sapphire, modal collection, mystic blue, vacation vibe",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio5933_1600x.jpg?v=1723641646,D:\flickd\data_preprocessing\catalog_images.csv\16075.jpg
16078,skirt cascade midi hem skirt,floral midi skirt enchanting style skirt asymmetrical hemline fitted waist cascading pleated effect crafted cotton sustainable choice,Skirt,"{'Colour': 'Multi', 'Print': 'Floral'}",modern muse,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio5824_1600x.jpg?v=1723641219,D:\flickd\data_preprocessing\catalog_images.csv\16078.jpg
16081,skirt seraphic pintuck skirt,fruit floral midi skirt add flair skirt feature pintuck detail add texture pleating effect crafted rayon longlasting hence sustainable,Skirt,"{'Colour': 'Multi', 'Print': 'Floral And Fruit'}","autumn awaits, brunch ready, modal collection, vacation vibe",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio0173_1600x.jpg?v=1725003840,D:\flickd\data_preprocessing\catalog_images.csv\16081.jpg
16084,ethereal cotton co-ord,floral coord set feature crop top midi skirt top sweetheart neckline puff sleeve asymmetrical skirt fitted waist pleated effect crafted cotton organic biodegradable,Co-Ord,"{'Colour': 'Multi', 'Print': 'Floral'}","brunch ready, denim & beyond, earth-friendly white dresses for women, festive essentials, party wear, pretty pink dresses for women, romance yourself, sunlit serenity, vacation vibe",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio5825_1600x.jpg?v=1723641125,D:\flickd\data_preprocessing\catalog_images.csv\16084.jpg
16087,top vibrant cotton crop top,floral crop top playful flirty pick feature sweetheart neckline top also elbow length puff sleeve crafted cotton organic biodegradable,Top,"{'Colour': 'Multi', 'Print': 'Floral'}",brunch ready,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio5901_1600x.jpg?v=1723641524,D:\flickd\data_preprocessing\catalog_images.csv\16087.jpg
16090,skirt vibrant cotton tier skirt,floral mini tier skirt vibrant choice designed fitted waist pleated flowy effect crafted cotton skirt organic biodegradable,Skirt,"{'Colour': 'Multi', 'Print': 'Floral'}","brunch ready, sunlit serenity, vacation vibe, vacation wear",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio5881_1600x.jpg?v=1738670457,D:\flickd\data_preprocessing\catalog_images.csv\16090.jpg
16093,skirt sublime cotton midi skirt,pink midi skirt brighten fit feature gathered detail asymmetrical hemline skirt crafted cotton sustainable biodegradable,Skirt,"{'Colour': 'Pink', 'Print': 'Solid'}","brunch ready, kiss & tell, pink bloom, pink snow, pretty pink dresses for women, sunlit serenity, vacation vibe",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio5591_1600x.jpg?v=1723640664,D:\flickd\data_preprocessing\catalog_images.csv\16093.jpg
16097,top ruched cotton top,pink strappy cropped top headturner top designed gathered fit feature sweetheart neckline top crafted cotton sustainable biodegradable,Top,"{'Colour': 'Pink', 'Print': 'Solid'}","brunch ready, demure fall, kiss & tell, pink bloom, pink snow, sunlit serenity, vacation vibe",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio5585_1600x.jpg?v=1723640594,D:\flickd\data_preprocessing\catalog_images.csv\16097.jpg
16100,ethereal floral co-ord,floral coord set feature sleeveless top midi skirt crop top feature square neckline pintuck detail add texture pleating effect skirt crafted rayon longlasting hence sustainable,Co-Ord,"{'Colour': 'Multi', 'Print': 'Floral And Fruit'}","brunch ready, denim & beyond, festive essentials, modal collection, vacation wear",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio0124_1600x.jpg?v=1725003978,D:\flickd\data_preprocessing\catalog_images.csv\16100.jpg
16103,top vesper floral crop top,floral ruffle crop top classy style top sleeveless square neckline crafted rayon longlasting hence sustainable,Top,"{'Colour': 'Multi', 'Print': 'Floral And Fruit'}","brunch ready, modal collection, vacation wear",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio0149_1600x.jpg?v=1725003901,D:\flickd\data_preprocessing\catalog_images.csv\16103.jpg
16107,balinese cotton co-ord,beige coord set feature crop top midi skirt vneck top front twist designed flutter sleeve skirt feature front twist fitted look throughout slit crafted cottonsatin set organic biodegradable,Co-Ord,"{'Colour': 'Beige', 'Print': 'Solid'}","brunch ready, denim & beyond, earth-friendly white dresses for women, festive essentials, party wear, posh + smocking, vacation vibe",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio5555_1600x.jpg?v=1723640477,D:\flickd\data_preprocessing\catalog_images.csv\16107.jpg
16110,top cotton puff sleeve top,floral crop top spell cottagecore top feature sweetheart neckline short puff sleeve crafted cotton sustainable,Top,"{'Colour': 'Multi', 'Print': 'Floral'}","brunch ready, modern muse, romance yourself, vacation wear",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio5825_560c2c4e-a5b4-4c9f-9aa4-615d21703a4d_1600x.jpg?v=1723641262,D:\flickd\data_preprocessing\catalog_images.csv\16110.jpg
16113,vibrant cotton co-ord,floral coord set feature cute crop top mini tier skirt top designed sweetheart neckline puff sleeve mini tier skirt fit flare design crafted cotton set organic biodegradable,Co-Ord,"{'Colour': 'Multi', 'Print': 'Floral'}","brunch ready, denim & beyond, festive essentials, sunlit serenity, vacation vibe",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio5867_1600x.jpg?v=1723641347,D:\flickd\data_preprocessing\catalog_images.csv\16113.jpg
16118,cotton drill co-ord,blue coord set feature bandeau crop top knee length skirt top fitted throughout raw edge skirt feature front slit detail set crafted cottonlycra blend organic biodegradable,Co-Ord,"{'Colour': 'Blue', 'Print': 'Solid'}","celeb picks, denim & beyond, festive essentials, midnight sapphire, mystic blue, vacation vibe",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio5321.jpg?v=1725014069&quality=60&width=512,D:\flickd\data_preprocessing\catalog_images.csv\16118.jpg
16122,top cotton drill bandeau,blue bandeau crop top sultry pick top designed fitted throughout like corset feature raw edge hem crafted cottonlycra blend organic biodegradable,Top,"{'Colour': 'Blue', 'Print': 'Solid'}","brunch ready, demure fall, midnight sapphire, mystic blue, vacation vibe",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio5384_1600x.jpg?v=1725013991,D:\flickd\data_preprocessing\catalog_images.csv\16122.jpg
16125,top torrid cotton bandeau,pink bandeau crop top sultry pick top designed fitted throughout like corset feature raw edge hem crafted cottonlycra blend organic biodegradable,Top,"{'Colour': 'Pink', 'Print': 'Solid'}","brunch ready, kiss & tell, pink bloom, pink snow, pretty pink dresses for women, romance yourself, vacation vibe",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/Screenshot_2025-04-02_162831.png?v=1743591532&quality=60&width=512,
16129,skirt pleated cotton midi,green aline midi skirt ethereal look skirt feature pintucked detail designed fitted waist full skirt crafted cotton sustainable biodegradable,Skirt,"{'Colour': 'Green', 'Print': 'Solid'}",green breeze,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9thaugVirgio5741_1600x.jpg?v=1724240231,D:\flickd\data_preprocessing\catalog_images.csv\16129.jpg
16131,comfy viscose jersey top,beige top adjustable side gather great day work meal friend since top made viscose jersey super breathable comfy viscose also sustainable greener option total yay,Top,"{'Colour': 'Cream', 'Print': 'Striped'}",stripe club x elevated essentials,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/26thJulyVirgio-1348_1600x.jpg?v=1723448922,D:\flickd\data_preprocessing\catalog_images.csv\16131.jpg
16135,skirt cotton gingham mini skirt,red ghingham skirt ready vibrant addition wardrobe skirt feature playful flirty ruffle made soft cotton easy breezy cotton also sustainable kinder planet,Skirt,"{'Colour': 'Red', 'Print': 'Checks'}","crimson night, fiery red, gingham grace, gingham grace x polka, kiss & tell, red velvet",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio4974_1600x.jpg?v=1723630038,D:\flickd\data_preprocessing\catalog_images.csv\16135.jpg
16141,cotton gingham co-ord set,red gingham coord set feature sleeveless crop top mini skirt uber cute chic look skirt designed playful ruffle made cotton top skirt ultra comfy airy cotton also sustainable,Co-Ord,"{'Colour': 'Red', 'Print': 'Checks'}","crimson night, date ready, denim & beyond, festive essentials, gingham grace, kiss & tell, red velvet, santa's chic list",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio4912.jpg?v=1723632885&quality=60&width=512,D:\flickd\data_preprocessing\catalog_images.csv\16141.jpg
16145,cotton gingham co-ord,green gingham coord set feature cute crop top mini short fit perfect casual glam look top puff sleeve eyecatching collar made cotton ultra comfy cotton also sustainable,Co-Ord,"{'Colour': 'Green', 'Print': 'Checks'}","brunch ready, denim & beyond, festive essentials, gingham grace, green breeze, santa's chic list",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio4600_1600x.jpg?v=1723628302,D:\flickd\data_preprocessing\catalog_images.csv\16145.jpg
16151,top cotton gingham crop top,red gingham crop top ultra cute playful sleeveless design made cotton airy yet fitted right place cotton also sustainable mindful planet winwin,Top,"{'Colour': 'Red', 'Print': 'Checks'}","brunch ready, crimson night, fiery red, gingham grace, gingham grace x polka, kiss & tell, red velvet",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio4940.jpg?v=1723629960&quality=60&width=512,D:\flickd\data_preprocessing\catalog_images.csv\16151.jpg
16154,shorts cotton gingham mini short,green ghingham short cool girl vibe instantly add personality look made cotton short airy offer allday ease youll also love cotton literally greener sustainable choice,Shorts,"{'Colour': 'Green', 'Print': 'Checks'}","brunch ready, gingham grace, gingham grace x polka, green breeze",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio4655.jpg?v=1723627666&quality=60&width=512,D:\flickd\data_preprocessing\catalog_images.csv\16154.jpg
16158,gingham cotton front-tie dress,lavender tie front dress feature gorgeous lace detail dress chic hint sexy perfect flirty date night fit flare design add breathability easybreezy vibe made cotton fit ultra comfy cotton also get love sustainable choice,Dress,"{'Colour': 'Lavender', 'Print': 'Checks'}","brunch ready, dainty dresses, date ready, demure fall, denim & beyond, fit and flare dress, gingham grace, gingham grace x polka, midi dresses, pool party dresses, sunlit serenity, the vacation shop, vacation vibe, vacation wear",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio5229_1600x.jpg?v=1744188170,D:\flickd\data_preprocessing\catalog_images.csv\16158.jpg
16166,top cotton gingham crop,green ghingham crop top perfect casual glam look top feature puff sleeve bold eyecatching collar made cotton airy breathable cotton quite literally greener choice since sustainable,Top,"{'Colour': 'Green', 'Print': 'Checks'}","brunch ready, gingham grace, gingham grace x polka, green breeze, work wear",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio4597.jpg?v=1723627203&quality=60&width=512,D:\flickd\data_preprocessing\catalog_images.csv\16166.jpg
16169,cotton criss-cross front tie top,lavender gingham tie top lace detail dreamy gorgeous perfect date night look top feature playful sweetheart neckline ruffled hem made cotton uber comfy breathable cotton also sustainable choice,Top,"{'Colour': 'Lavender', 'Print': 'Checks'}","bachelorette season, brunch ready, celeb picks, date ready, gingham grace, gingham grace x polka, romance yourself, sunlit serenity, the date",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio4813_1600x.jpg?v=1723622825,D:\flickd\data_preprocessing\catalog_images.csv\16169.jpg
16173,tie-up gingham cotton top,pink gingham top tieup shoulder make elegant chic statement take brunch dinner effortlessly top feature square neck ruffled hem made cotton feel super comfy easybreezy cotton also ecoconscious choice,Top,"{'Colour': 'Pink', 'Print': 'Checks'}","brunch ready, date ready, gingham grace, gingham grace x polka, kiss & tell, pink bloom, pink snow, santa's chic list, trending corset tops for her",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio4711_1600x.jpg?v=1723629694,D:\flickd\data_preprocessing\catalog_images.csv\16173.jpg
16176,gingham lace tiered dress,pink mini tiered dress lace detail spell barbiecore simply charming fit flare design dress make breathable made soft cotton dress exudes comfort give easybreezy vibe youll also love cotton kinder planet,Dress,"{'Colour': 'Pink', 'Print': 'Checks'}","brunch ready, date ready, demure fall, denim & beyond, fit and flare dress, gingham grace, gingham grace x polka, kiss & tell, pink bloom, pink snow, santa's chic list",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio5130.jpg?v=1723635495&quality=60&width=512,D:\flickd\data_preprocessing\catalog_images.csv\16176.jpg
